scenario,year,ensemble_mean,sd,n_models
ssp370,2049,15.960247222222222,0.6552646516037952,30
ssp370,2050,15.988575,0.6688955872787878,30
ssp370,2051,16.042819444444444,0.6306579058388141,30
ssp370,2052,16.063488888888887,0.6269237782401149,30
ssp370,2053,16.13267777777778,0.6502618577071557,30
ssp370,2054,16.095322222222222,0.6537949316198083,30
ssp370,2055,16.165322222222223,0.6772995008539138,30
ssp370,2056,16.210997222222222,0.6670447474906412,30
ssp370,2057,16.268119444444444,0.6484263376556979,30
ssp370,2058,16.27672777777778,0.6666989744087284,30
ssp370,2059,16.305427777777776,0.7083207962830111,30
ssp370,2060,16.355597222222222,0.6670607998316905,30
ssp370,2061,16.401708333333332,0.6732018570248629,30
ssp370,2062,16.435997222222223,0.6798258726949896,30
ssp370,2063,16.453908333333334,0.6720319246395027,30
ssp370,2064,16.48245,0.671714431931557,30
ssp370,2065,16.51977777777778,0.673552093792576,30
ssp370,2066,16.593091666666666,0.6927339018615405,30
ssp370,2067,16.680266666666668,0.7172357662224178,30
ssp370,2068,16.715025,0.7031518720365234,30
ssp370,2069,16.75618888888889,0.6877125867537731,30
ssp370,2070,16.74838888888889,0.6983396374270816,30
ssp370,2071,16.806605555555556,0.6822373805054044,30
ssp370,2072,16.844952777777777,0.6581057538704994,30
ssp370,2073,16.894355555555556,0.682108355670943,30
ssp370,2074,16.935141666666667,0.7130154226157603,30
ssp370,2075,17.017075,0.7105925470253196,30
ssp370,2076,17.017983333333333,0.7101565050647807,30
ssp370,2077,17.019766666666666,0.7437217544783068,30
ssp370,2078,17.088416666666667,0.7351492159635357,30
ssp370,2079,17.146716666666666,0.7506118192892414,30
ssp370,2080,17.185480555555557,0.7466122535346129,30
ssp370,2081,17.246441666666666,0.7659400927269391,30
ssp370,2082,17.285169444444445,0.72903046756996,30
ssp370,2083,17.33261388888889,0.7408619373359431,30
ssp370,2084,17.376661111111112,0.804244502198635,30
ssp370,2085,17.457105555555554,0.7737400210528077,30
ssp370,2086,17.476244444444443,0.780441834082269,30
ssp370,2087,17.485341666666667,0.7877630362115657,30
ssp370,2088,17.579483333333332,0.7815366453144402,30
ssp370,2089,17.63278888888889,0.8067172017196902,30
ssp370,2090,17.600244444444446,0.7824235622188266,30
ssp370,2091,17.628030555555554,0.8053512442830538,30
ssp370,2092,17.71807777777778,0.8338999027825771,30
ssp370,2093,17.797544444444444,0.8344026965593663,30
ssp370,2094,17.844475,0.8422011379574479,30
ssp370,2095,17.85578888888889,0.8367433414210809,30
ssp370,2096,17.91014722222222,0.8523102885179045,30
ssp370,2097,17.98710277777778,0.8780835267359071,30
ssp370,2098,18.011169444444445,0.8828295140637176,30
ssp370,2099,18.060298850574714,0.8732958528390784,29
ssp370,2100,18.204931547619047,0.8737618282677752,28
ssp585,2015,14.813919117647059,0.6049467438665046,34
ssp585,2016,14.854696078431372,0.5528552702709004,34
ssp585,2017,14.89614705882353,0.5647419165103779,34
ssp585,2018,14.899973039215686,0.5992745413351909,34
ssp585,2019,14.937710784313726,0.6262657382698491,34
ssp585,2020,14.955882352941176,0.6382171865737142,34
ssp585,2021,15.021580882352941,0.60028183633401,34
ssp585,2022,15.049458333333334,0.5797819536184121,34
ssp585,2023,15.067799019607843,0.6040715268586156,34
ssp585,2024,15.098740196078431,0.6155370327654414,34
ssp585,2025,15.13816911764706,0.601888401908856,34
ssp585,2026,15.18708088235294,0.6173017608989644,34
ssp585,2027,15.229811274509803,0.6234851926738209,34
ssp585,2028,15.263205882352942,0.631801247368562,34
ssp585,2029,15.27144362745098,0.6383502261658868,34
ssp585,2030,15.31630637254902,0.6573244333332003,34
