"Years","Run_1","Run_2","Run_3","Run_4","Run_5","Run_6","Run_7","Run_8","Run_9","Run_10","Run_11","Run_12","Run_13","Run_14","Run_15","Run_16","Run_17","Run_18","Run_19","Run_20","Run_21","Run_22","Run_23","Run_24","Run_25","Run_26","Run_27","Run_28","Run_29","Run_30","Run_31","Run_32","Run_33","Run_34","Run_35","Run_36","Run_37","Run_38","Run_39","Run_40","Run_41","Run_42","Run_43","Run_44","Run_45","Run_46","Run_47","Run_48","Run_49","Run_50","Run_51","Run_52","Run_53","Run_54","Run_55","Run_56","Run_57","Run_58","Run_59","Run_60","Run_61","Run_62","Run_63","Run_64","Run_65","Run_66","Run_67","Run_68","Run_69","Run_70","Run_71","Run_72","Run_73","Run_74","Run_75","Run_76","Run_77","Run_78","Run_79","Run_80","Run_81","Run_82","Run_83","Run_84","Run_85","Run_86","Run_87","Run_88","Run_89","Run_90","Run_91","Run_92","Run_93","Run_94","Run_95","Run_96","Run_97","Run_98","Run_99","Run_100","Run_101","Run_102","Run_103","Run_104","Run_105","Run_106","Run_107","Run_108","Run_109","Run_110","Run_111","Run_112","Run_113","Run_114","Run_115","Run_116","Run_117","Run_118","Run_119","Run_120","Run_121","Run_122","Run_123","Run_124","Run_125","Run_126","Run_127","Run_128"
2236,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,1.4516844559,6.21488715646,6.09090519193,6.73915978039,6.61495762303,1.70584439833,1.711675662,2.46535264724,2.41191213697,6.21609685079,6.09208803248,6.74045999047,6.61623228208,2.27827759282,2.24109863997,3.27658757617,3.16650640573,6.23131948078,6.10714391192,6.75537512764,6.63108970694,2.53399764409,2.47782732701,3.54373622428,3.42236687798,6.23233117653,6.10813544007,6.75650260401,6.63217748947,3.29186236947,3.1785473587,4.35743873346,4.20009624954,6.21488715646,6.09090519193,6.73915978039,6.61495762303,1.04135087707,1.07379943469,1.37747332708,1.38304752647,6.21609685079,6.09208803248,6.74045999047,6.61623228208,1.29539826134,1.32157323726,1.83185421187,1.81719450654,6.23131948078,6.10714391192,6.75537512764,6.63108970694,1.45043729704,1.46902945669,2.05914163539,2.03062622227,6.23233117653,6.10813544007,6.75650260401,6.63217748947,1.91086238424,1.90053653647,2.80207354569,2.71928481397
2237,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,1.4422192307,6.21551856289,6.091391131,6.74103393424,6.6166765137,1.69503375083,1.701604334,2.45653250296,2.40355828506,6.21672229065,6.0925681426,6.74232821206,6.61794532796,2.2668742942,2.23047528287,3.26885440495,3.1590116744,6.23185478064,6.10753463455,6.75715864624,6.63271827407,2.52315209738,2.46764375855,3.53687284005,3.41563260111,6.2328617454,6.10852153556,6.75828149871,6.63380145356,3.28287706243,3.16983210876,4.35309326258,4.19559709035,6.21551856289,6.091391131,6.74103393424,6.6166765137,1.03261203883,1.06556756529,1.36932402512,1.37533175282,6.21672229065,6.0925681426,6.74232821206,6.61794532796,1.2855583711,1.31234769194,1.8229787479,1.80882079759,6.23185478064,6.10753463455,6.75715864624,6.63271827407,1.44021606751,1.45947195309,2.0502307791,2.0222143616,6.2328617454,6.10852153556,6.75828149871,6.63380145356,1.89950208717,1.88998102177,2.79334260204,2.71096562485
2238,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,1.43261688677,6.21606358534,6.09179084322,6.74282861835,6.61831580303,1.68403111827,1.69135671482,2.447541714,2.39504482243,6.21726138617,6.09296206487,6.74411700103,6.61957880917,2.2552678137,2.21966586996,3.26095514811,3.15135933987,6.23230489862,6.10784033013,6.75886380892,6.63426835732,2.5121078504,2.45727713876,3.52985267794,3.40874810802,6.23330715327,6.10882262458,6.75998205731,6.63534695303,3.27370235498,3.16093823757,4.34861079531,4.19096318387,6.21606358534,6.09179084322,6.74282861835,6.61831580303,1.02371541794,1.05718681451,1.36102129711,1.36747101036,6.21726138617,6.09296206487,6.74411700103,6.61957880917,1.27554322977,1.30295956467,1.81393766989,1.80029242103,6.23230489862,6.10784033013,6.75886380892,6.63426835732,1.42982053305,1.44975279044,2.04115752323,2.01365042341,6.23330715327,6.10882262458,6.75998205731,6.63534695303,1.887952669,1.87925161544,2.78444416037,2.702489161
2239,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,1.42289405749,6.21652269788,6.09210480303,6.74454440427,6.61987605635,1.67283717547,1.68093350474,2.43838045052,2.38637204316,6.21771461074,6.09327027308,6.7458269287,6.62113329079,2.24345691922,2.20866951814,3.25288882651,3.14354864048,6.23267027872,6.10806144303,6.76049115978,6.63574049443,2.50086338644,2.44672632003,3.52267478841,3.40171262554,6.233667844,6.10903915133,6.76160482413,6.63681452584,3.26433608826,3.15186392326,4.34399039477,4.18619366647,6.21652269788,6.09210480303,6.74454440427,6.61987605635,1.0146646772,1.04866052111,1.3525685041,1.35946837821,6.21771461074,6.09327027308,6.7458269287,6.62113329079,1.26535528967,1.29341104702,1.80473270978,1.79161100378,6.23267027872,6.10806144303,6.76049115978,6.63574049443,1.41925237048,1.43987353694,2.03192302971,2.00493556477,6.233667844,6.10903915133,6.76160482413,6.63681452584,1.87621393214,1.86834829639,2.77537765765,2.69385507434
2240,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,1.41306369379,6.21689626588,6.09233337692,6.74618174744,6.62135772388,1.66145272573,1.67033550622,2.42904895719,2.37754029989,6.21808232911,6.09349313306,6.74745845028,6.62260922282,2.23144050263,2.19748544772,3.2446544945,3.13557884298,6.23295125711,6.10819831054,6.7620411276,6.63713510885,2.48941727145,2.43599022463,3.51533822988,3.39452538562,6.23394415357,6.10917145294,6.76315022818,6.63820459563,3.25477612481,3.14260736543,4.33923109288,4.18128764433,6.21689626588,6.09233337692,6.74618174744,6.62135772388,1.00546342223,1.03999197089,1.34396895267,1.35132688346,6.21808232911,6.09349313306,6.74745845028,6.62260922282,1.25499707113,1.28370438366,1.79536566259,1.78277821919,6.23295125711,6.10819831054,6.7620411276,6.63713510885,1.40851332212,1.42983580843,2.02252850176,1.99607096947,6.23394415357,6.10917145294,6.76315022818,6.63820459563,1.86428580771,1.85727114543,2.76614258847,2.68506306266
2241,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,1.40309549052,6.21718253805,6.09247481328,6.74773899629,6.62275914786,1.6498763425,1.65956128139,2.41954529188,2.36854774838,6.21836278935,6.09362889259,6.74900991408,6.6240049473,2.21921529141,2.1861107028,3.23624905914,3.12744706093,6.23314605417,6.10824915273,6.763512035,6.63845051685,2.47776589759,2.42506559406,3.50783991245,3.38718346705,6.2341343022,6.10921774933,6.7646165924,6.63951547895,3.24501816858,3.13316460397,4.33432979383,4.17624209246,6.21718253805,6.09247481328,6.74773899629,6.62275914786,0.996112773461,1.03118198581,1.33522351592,1.3430471348,6.21836278935,6.09362889259,6.74900991408,6.6240049473,1.2444687542,1.27383948291,1.78583605314,1.7737934654,6.23314605417,6.10824915273,6.763512035,6.63845051685,1.39760281145,1.41963890124,2.01297288176,1.9870555551,6.2341343022,6.10921774933,6.7646165924,6.63951547895,1.85216602464,1.84601802757,2.7567362808,2.67611064749
2242,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,1.39296830781,6.21737991984,6.09252751438,6.74921470461,6.62407887262,1.63810585807,1.64860872177,2.40986702621,2.35939209297,6.2185543963,6.09367595336,6.75047987371,6.62531900844,2.20677748188,2.17454184012,3.22766915499,3.11915014857,6.23325304802,6.10821234457,6.76490241094,6.63968523785,2.46590518554,2.41394873583,3.50017652773,3.37968373868,6.23423666786,6.10917641527,6.76600244599,6.64074569547,3.23505763566,3.1235314084,4.3292833387,4.17105391994,6.21737991984,6.09252751438,6.74921470461,6.62407887262,0.986612712407,1.02223037115,1.32633208544,1.33462885663,6.2185543963,6.09367595336,6.75047987371,6.62531900844,1.233769571,1.2638154052,1.77614268901,1.76465548645,6.23325304802,6.10821234457,6.76490241094,6.63968523785,1.38651938237,1.40928132069,2.00325446785,1.97788764799,6.23423666786,6.10917641527,6.76600244599,6.64074569547,1.83985165894,1.83458621223,2.74715567841,2.66699498836
2243,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,1.3827024871,6.21748884511,6.09249191416,6.75060945037,6.62531746901,1.62614126051,1.6374779175,2.40001385383,2.35007319073,6.21865758325,6.09363474871,6.75186890702,6.6265519769,2.19412542057,2.16277760038,3.21891351147,3.1106870789,6.23327264599,6.10808829344,6.76621280927,6.64083981846,2.45383317816,2.40263811364,3.49234684893,3.37202517197,6.23425165772,6.10904785802,6.7673083431,6.64189579203,3.22489201921,3.11370565494,4.32409062924,4.16572211006,6.21748884511,6.09249191416,6.75060945037,6.62531746901,0.976965270799,1.01313905996,1.31729659914,1.32607388695,6.21865758325,6.09363474871,6.75186890702,6.6265519769,1.22290087769,1.25363339587,1.76628649793,1.75536519061,6.23327264599,6.10808829344,6.76621280927,6.64083981846,1.3752637063,1.39876375289,1.99337366687,1.96856772261,6.23425165772,6.10904785802,6.7673083431,6.64189579203,1.82734195456,1.82297517253,2.73739984419,2.65771539037
2244,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,1.37231386856,6.21750963844,6.09236833841,6.75192368638,6.62647538404,1.61398277695,1.62616917703,2.38998561476,2.34059103447,6.21867267418,6.09350560387,6.75317746664,6.62770429951,2.18125764632,2.15081690302,3.20998092747,3.10205689426,6.23320514682,6.10787729933,6.76744365942,6.64191468216,2.44154806458,2.39113233099,3.48434969078,3.36420678104,6.23417957038,6.10883237742,6.76853471336,6.64296619234,3.21451886536,3.1036852787,4.31875054945,4.16024563209,6.21750963844,6.09236833841,6.75192368638,6.62647538404,0.967172669699,1.0039101661,1.30811914843,1.31738421167,6.21867267418,6.09350560387,6.75317746664,6.62770429951,1.21186426751,1.24329492158,1.75626859427,1.74592365902,6.23320514682,6.10787729933,6.76744365942,6.64191468216,1.36383668395,1.38808709475,1.98333104555,1.95909640095,6.23417957038,6.10883237742,6.76853471336,6.64296619234,1.81463638911,1.81118459352,2.72746796107,2.64827127181
2245,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,1.36181477067,6.21744254145,6.09215703075,6.75315777092,6.62755297116,1.60163081744,1.61468295998,2.37978226399,2.33094571417,6.21859991018,6.0932887619,6.75440591064,6.62877632954,2.16817285387,2.13865880162,3.2008702604,3.09325869079,6.23305076711,6.10757958079,6.7685952969,6.64291015958,2.4290481518,2.37943009569,3.47618390401,3.35622761352,6.23402062227,6.10853019186,6.7696818925,6.64395722719,3.20393576329,3.09346825934,4.31326197385,4.15462344736,6.21744254145,6.09215703075,6.75315777092,6.62755297116,0.957237241994,0.994545889191,1.29880191437,1.30856188596,6.21859991018,6.0932887619,6.75440591064,6.62877632954,1.20066149769,1.23280158343,1.74609022644,1.73633208262,6.23305076711,6.10757958079,6.7685952969,6.64291015958,1.3522393793,1.37725237534,1.9731272868,1.94947439971,6.23402062227,6.10853019186,6.7696818925,6.64395722719,1.80173462325,1.79921431196,2.71735930882,2.63866213501
2246,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,1.35117600321,6.21728596529,6.09185640279,6.75431023835,6.62854875892,1.5890838554,1.60301777504,2.36940185612,2.32113540815,6.21843770183,6.09298263388,6.75555277317,6.6297665953,2.15486784872,2.12630044853,3.19157849614,3.0842896877,6.23280789365,6.10719352513,6.76966623407,6.64382475714,2.41632985226,2.36752821397,3.4678464707,3.34808484385,6.23377320005,6.10813968851,6.77074839301,6.64486740314,3.1931384145,3.08305068934,4.30762192651,4.1488526635,6.21728596529,6.09185640279,6.75431023835,6.62854875892,0.94715922849,0.985046332836,1.28934501895,1.29960690171,6.21843770183,6.09298263388,6.75555277317,6.6297665953,1.18929231419,1.22215296325,1.73575068325,1.72658968191,6.23280789365,6.10719352513,6.76966623407,6.64382475714,1.3404708676,1.36625862387,1.96276112753,1.93970047865,6.23377320005,6.10813968851,6.77074839301,6.64486740314,1.78863440813,1.78706223856,2.70707128653,2.62888559149
2247,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,1.340377158,6.21703839973,6.09146494181,6.75537974983,6.62946139932,1.57633950271,1.59117134314,2.35884184685,2.31115773343,6.21818453839,6.09258570656,6.75661671516,6.63067374854,2.1413387745,2.11373838345,3.18210223574,3.07514673511,6.23247499279,6.10671759618,6.77065511092,6.64465710556,2.40338898353,2.35542293945,3.45933404876,3.33977533277,6.23343576993,6.10765933104,6.77173285501,6.64569535104,3.18212211295,3.07242827514,4.30182726976,4.14293022421,6.21703839973,6.09146494181,6.75537974983,6.62946139932,0.936937694735,0.975410532812,1.27974755668,1.29051830938,6.21818453839,6.09258570656,6.75661671516,6.63067374854,1.17775542347,1.21134769988,1.72524843824,1.71669492494,6.23247499279,6.10671759618,6.77065511092,6.64465710556,1.32852925418,1.35510398606,1.95223056808,1.92977271383,6.23343576993,6.10765933104,6.77173285501,6.64569535104,1.77533272203,1.77472557247,2.69660079949,2.61893878378
2248,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,1.32943764125,6.21670008525,6.09098288921,6.75636671051,6.63029129073,1.56339727322,1.57914333001,2.34810154829,2.30101219569,6.21784065982,6.09209822085,6.75759814148,6.63149818738,2.12758365304,2.10097106074,3.17243989649,3.06582852583,6.23205228224,6.10615201257,6.77156231202,6.64540758256,2.39022321349,2.34311241308,3.45064510027,3.3312977684,6.23300854946,6.10708933797,6.77263566318,6.64644144869,3.17088394597,3.06159855025,4.2958766446,4.13685486687,6.21670008525,6.09098288921,6.75636671051,6.63029129073,0.926573582134,0.965639462954,1.27001047748,1.28129707072,6.21784065982,6.09209822085,6.75759814148,6.63149818738,1.16605143269,1.20038638767,1.7145838427,1.70664819983,6.23205228224,6.10615201257,6.77156231202,6.64540758256,1.31641454682,1.34378855868,1.94153547604,1.91969108644,6.23300854946,6.10708933797,6.77263566318,6.64644144869,1.76182845478,1.76220346093,2.68594660379,2.60882073365
2249,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,1.31837254831,6.21627118787,6.09041041314,6.75727143234,6.63103873974,1.5502569923,1.56693368739,2.3371804761,2.29069849191,6.21740623163,6.0915203444,6.75849736378,6.63224021811,2.11360075184,2.0879971655,3.1625900067,3.05633386404,6.23153990588,6.10549692032,6.77238812934,6.64607647466,2.37683040791,2.33059496675,3.44177817007,3.32265092337,6.2324916824,6.10642985517,6.77345710951,6.64710598262,3.15942109038,3.05055914552,4.28976870821,4.13062534945,6.21627118787,6.09041041314,6.75727143234,6.63103873974,0.91606816576,0.955734404153,1.26013501289,1.27194440927,6.21740623163,6.0915203444,6.75849736378,6.63224021811,1.15418128702,1.18926993278,1.70375751546,1.69645014274,6.23153990588,6.10549692032,6.77238812934,6.64607647466,1.3041270808,1.33231273866,1.93067595914,1.9094558006,6.2324916824,6.10642985517,6.77345710951,6.64710598262,1.74812079849,1.74949532802,2.6751076283,2.59853062811
